128 113 | First point = 46 19 | Total Steps until valid point = 167901
113 135 | First point = 65 162 | Total Steps until valid point = 11074
116 118 | First point = 8 162 | Total Steps until valid point = 402535
105 125 | First point = 213 103 | Total Steps until valid point = 74391
117 112 | First point = 155 30 | Total Steps until valid point = 55511
117 110 | First point = 14 15 | Total Steps until valid point = 13187
132 114 | First point = 103 249 | Total Steps until valid point = 53925
109 138 | First point = 156 77 | Total Steps until valid point = 25539
105 140 | First point = 63 206 | Total Steps until valid point = 29793
115 118 | First point = 111 224 | Total Steps until valid point = 25747
117 109 | First point = 34 165 | Total Steps until valid point = 94674
142 127 | First point = 245 53 | Total Steps until valid point = 58372
114 118 | First point = 91 113 | Total Steps until valid point = 5389
116 110 | First point = 141 74 | Total Steps until valid point = 35130
140 126 | First point = 140 86 | Total Steps until valid point = 21991
110 137 | First point = 234 180 | Total Steps until valid point = 123470
102 133 | First point = 7 166 | Total Steps until valid point = 315165
111 126 | First point = 206 225 | Total Steps until valid point = 53975
127 111 | First point = 45 145 | Total Steps until valid point = 14755
118 136 | First point = 34 247 | Total Steps until valid point = 22230
120 136 | First point = 143 164 | Total Steps until valid point = 16654
139 130 | First point = 131 132 | Total Steps until valid point = 21283
102 131 | First point = 185 185 | Total Steps until valid point = 59898
122 135 | First point = 13 232 | Total Steps until valid point = 140129
108 137 | First point = 186 63 | Total Steps until valid point = 22505
104 140 | First point = 13 14 | Total Steps until valid point = 17670
125 129 | First point = 59 222 | Total Steps until valid point = 139412
118 124 | First point = 97 86 | Total Steps until valid point = 772
113 118 | First point = 23 1 | Total Steps until valid point = 40112
125 111 | First point = 131 73 | Total Steps until valid point = 17941
126 136 | First point = 102 57 | Total Steps until valid point = 106354
141 126 | First point = 200 58 | Total Steps until valid point = 5164
117 108 | First point = 92 196 | Total Steps until valid point = 39936
133 115 | First point = 102 24 | Total Steps until valid point = 362203
104 128 | First point = 205 45 | Total Steps until valid point = 103735
116 111 | First point = 157 26 | Total Steps until valid point = 14669
124 137 | First point = 9 83 | Total Steps until valid point = 91670
143 127 | First point = 235 99 | Total Steps until valid point = 91749
104 141 | First point = 139 88 | Total Steps until valid point = 22631
122 136 | First point = 2 57 | Total Steps until valid point = 22682
111 136 | First point = 20 0 | Total Steps until valid point = 94268
116 108 | First point = 5 130 | Total Steps until valid point = 43154
133 114 | First point = 163 7 | Total Steps until valid point = 3482
103 141 | First point = 44 129 | Total Steps until valid point = 286938
118 108 | First point = 149 238 | Total Steps until valid point = 145388
102 141 | First point = 42 174 | Total Steps until valid point = 3330
118 137 | First point = 70 195 | Total Steps until valid point = 90165
115 108 | First point = 246 62 | Total Steps until valid point = 9608
133 116 | First point = 174 244 | Total Steps until valid point = 68112
139 131 | First point = 158 125 | Total Steps until valid point = 556
134 116 | First point = 128 197 | Total Steps until valid point = 85188
112 118 | First point = 126 246 | Total Steps until valid point = 5269
134 129 | First point = 223 56 | Total Steps until valid point = 61751
131 128 | First point = 128 249 | Total Steps until valid point = 7379
133 113 | First point = 30 70 | Total Steps until valid point = 191057
